unique_id,title,authors,pub_year,journal,study_site,moisture_type_DELETE?,moisture_type_consistent,moisture_units,moisture_open,moisture_forest,measurement_depth_DELETE?,Depth_lowerRange,Depth_upperRange,Average_Depth,Depth_Units,mat_deg_c,map_mm,Lat_degrees,Lat_Minutes,Lat_Seconds,Direction,Lat_Coordinates,Long_degrees,Long_Minutes,Long_Seconds,Direction,Long_Coordinates,Date,Year,Month,Day,Season,Timing_notes,Soil _type,Soil_texture,soil_clay_%,soil_sand_%,soil_silt_%,Soil notes,forest_type,forest_type_standardized,forest_dbh,forest_dbh_units,forest_basal_area,forest_basal_area_units,canopy_height,canopy_height_units,canopy_cover,canopy_cover_units,canopy_estimate_method,LAI,LAI_units,stem_density,stem_density_units,stand_density,stand_density_units,canopy_gap,canopy_gap_units,forest_structure_notes,open_type
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.1662,6.537434,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,3,10,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.91785,7.557008,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,3,17,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.7681,8.548976,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,3,24,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,17.60987,9.548002,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,3,31,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,17.57543,10.14661,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,4,7,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,17.27178,10.53234,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,4,14,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,17.02662,10.93609,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,4,21,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.76146,11.34242,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,5,28,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.51628,11.75631,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,5,5,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.22757,12.17112,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,5,12,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.06188,12.45342,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,5,19,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.98177,12.74422,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,5,26,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.85619,13.03803,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,6,2,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.75348,13.32176,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,6,9,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.64691,13.53276,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,6,16,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.97809,12.3774,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,6,23,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.33089,11.23717,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,6,30,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.67643,10.07402,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,7,7,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,17.02331,8.915209,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,7,14,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.65937,8.536786,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,7,21,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,16.23483,8.330254,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,7,28,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.77441,8.120209,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,8,4,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,Ecohydrology,Nebraska NAtional Forest,Volumetric soil water content,VSWC,%,15.37461,7.876333,0-2 m,0,2,1,m,8.4,570,41,51,45,N,41.8625,100,22,6,W,-100.368,2008,2008,8,11,,,Valentine,sand,,,,Valentine fine sand with deep loose sandy well-drainedsoils.,Conifereous (eastern red cedar),Coniferous,,,8,m2/ha,,,,,,1.63,,,,537,trees/ha,,,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I",grassland
